avg_ci_low,std_ci_low,median_ci_low,min_ci_low,max_ci_low,avg_ci_high,std_ci_high,median_ci_high,min_ci_high,max_ci_high,avg_delta_qini,std_delta_qini,median_delta_qini,min_delta_qini,max_delta_qini,dataset,model,target_feature,frac
0.04128186526857927,0.038600484598598384,0.0456278388409678,-0.0665151468724832,0.1189334444547753,0.11176678196815598,0.03958292159143055,0.11341292890502315,0.0083390648454694,0.1848350355447637,-0.05437439262744794,0.07408419564558028,-0.052429055990493856,-0.2316501769026776,0.12874606384326578,hillstrom,uplift_rf,zip_code_Surburban,0.01
0.05151139730128163,0.04297634286777897,0.05199264347042485,-0.0497042009118164,0.1498723829850221,0.10138828770908546,0.043499165284525215,0.10224733590504209,0.00345807877434,0.203750483133111,-0.06623365751781359,0.09119808102182252,-0.06157953070615688,-0.29752152964049394,0.17428144832582187,hillstrom,uplift_rf,zip_code_Surburban,0.02
0.05017195306524996,0.03905045987360571,0.0495550921310457,-0.0622103316026417,0.1343080673556973,0.09007320609388537,0.038796591644263634,0.09027647283532794,-0.0210507489343155,0.1668498157375253,-0.09392548731700626,0.07740604417717346,-0.08854413668640808,-0.31536768934925113,0.08694474961582152,hillstrom,uplift_rf,zip_code_Surburban,0.03
0.05478251070672939,0.04157852295617341,0.0535972833151378,-0.0377767818884079,0.1510613524372849,0.08957387726828832,0.04180888615852999,0.08739777618127595,-0.0056722394619853,0.189133220015352,-0.0799849469150337,0.08516318502868792,-0.08621969929047801,-0.31862303245958645,0.17047379072583402,hillstrom,uplift_rf,zip_code_Surburban,0.04
0.052746794154169,0.043078642612466675,0.04936881681954665,-0.0602178175714474,0.174892642824782,0.08393357419511528,0.04309525426417431,0.07851506115991391,-0.0255522374275061,0.2035057036728959,-0.07267280351434287,0.08551156905013649,-0.07665552873082596,-0.32857491803253025,0.1787301909108794,hillstrom,uplift_rf,zip_code_Surburban,0.05
0.054857977123385145,0.03684002337040434,0.0560116592533363,-0.0302950853394862,0.135438484490097,0.08307143338398404,0.036412065075823036,0.08433127838412065,0.0013399921918184,0.1649512588121685,-0.06943439908971846,0.0789578817488375,-0.07799315595684224,-0.24235220510419087,0.17916582193707978,hillstrom,uplift_rf,zip_code_Surburban,0.06
0.0514595727069227,0.03532358929033966,0.0501070113339198,-0.0297778490691331,0.1340444709470679,0.07713997661583552,0.03530255677574114,0.0753885124893388,-0.0026909454983459,0.157468503674704,-0.07526292584096503,0.08346479446236772,-0.0724096029317865,-0.2736402429997492,0.0884942968163673,hillstrom,uplift_rf,zip_code_Surburban,0.07
0.0600664922501159,0.037870940627762174,0.06090984972961995,-0.0244138421566666,0.1762312499247419,0.08429772520269604,0.03807122137216667,0.08400047985705669,0.000627900035744,0.1995672579618191,-0.07608836733845081,0.07926438119919761,-0.08714136208379117,-0.24268866369104825,0.12644483512660745,hillstrom,uplift_rf,zip_code_Surburban,0.08
0.06294245284015133,0.03996198579317722,0.06037983720258855,-0.0295165875646006,0.160666557968325,0.08587458435802668,0.039795836330309954,0.08398536195825244,-0.0087355436666576,0.1837274941656652,-0.07995314297196349,0.0806298785840785,-0.07367142848587022,-0.23801807777911974,0.08247646869437314,hillstrom,uplift_rf,zip_code_Surburban,0.09
0.0663136077891463,0.037053498506143964,0.06347796508400685,-0.0288203772330053,0.1771285750097966,0.08816156002997717,0.036971199375481004,0.08503446018174446,-0.0059094941327896,0.1989010122312356,-0.07467667208250935,0.09188239003068623,-0.06900927837388682,-0.2737652739073586,0.20223924590829342,hillstrom,uplift_rf,zip_code_Surburban,0.1
-0.029991459507246798,0.027996530848391727,-0.02981124218842255,-0.094749315321357,0.0404658403965698,0.037809716822419855,0.02978780905035904,0.03801994376478595,-0.0259840239815807,0.1028501281979528,0.0714939815503669,0.05211722397804073,0.06755125565325584,-0.03477181071546369,0.2546442961836581,hillstrom,lgbm,zip_code_Surburban,0.01
-0.016138411132274908,0.02848154289289162,-0.01988801956891905,-0.0774207150153986,0.0644554058517061,0.031112170865204583,0.028137482916766664,0.027028058947867202,-0.0313146742955302,0.1045643254848204,0.09702169991744042,0.07312899982097693,0.0938070369717496,-0.15633043725909673,0.2875633150274518,hillstrom,lgbm,zip_code_Surburban,0.02
-0.012772785109367413,0.029396062375654893,-0.016168111323948152,-0.0903393710494251,0.0542351923287372,0.024715559807268167,0.028914754946955768,0.0221798865885947,-0.0455834365641971,0.0993714592571467,0.11296126343484188,0.07732202997797882,0.11640506470298795,-0.1647043680068189,0.3591610079253571,hillstrom,lgbm,zip_code_Surburban,0.03
-0.007972138441693725,0.03206304719798764,-0.00945682727362785,-0.0747376553293069,0.062992465111065,0.02443556845822273,0.03159823238291098,0.0238847219893288,-0.0430986959815395,0.0944244418550906,0.12425876933911198,0.06977288788013736,0.12594030801901362,-0.1116386341711345,0.2796865585141924,hillstrom,lgbm,zip_code_Surburban,0.04
-0.0035986199617431603,0.03306455091746594,-0.0124629591609493,-0.0801549319840269,0.0715674984445959,0.025005784301108145,0.03196593204959866,0.01767545123898415,-0.0467313446986954,0.1021128360140419,0.1245885482380903,0.08361641682143997,0.13450471823255877,-0.11475507028016148,0.34792897387061467,hillstrom,lgbm,zip_code_Surburban,0.05
-0.0018883929549631607,0.03043152932439257,-0.003732425065786,-0.066054258467938,0.0657291274253529,0.023921567656160835,0.029932191222728978,0.020486896804387297,-0.0377219230984876,0.0917504627099295,0.13322371517938975,0.08153346241012362,0.13806815434602132,-0.10297016009332705,0.2848268329559944,hillstrom,lgbm,zip_code_Surburban,0.06
0.00039635210342725975,0.03304478592349107,0.00018749219977749998,-0.0699939364944587,0.0692551282143242,0.024349134909614364,0.03242419046521521,0.02409205407141625,-0.0448009432287403,0.0948796390542162,0.13607597959385864,0.07477689710056347,0.14505095280243924,-0.035869476205067856,0.2977058631291786,hillstrom,lgbm,zip_code_Surburban,0.07
0.0038385814811450025,0.029087150941637368,0.00084436694138725,-0.0571035229748828,0.0633516957613937,0.02592925738944635,0.028350797295179975,0.02262819342248185,-0.0343595250306002,0.0843932482852216,0.13573328961311748,0.08556514981862955,0.1391971288166817,-0.0695927497208164,0.3860819434023289,hillstrom,lgbm,zip_code_Surburban,0.08
0.0042898433643315526,0.03222873023816995,0.00120017850637235,-0.0714635277640622,0.0684664209522888,0.025313801254712002,0.03134555090960902,0.02298820250979865,-0.0449751544535697,0.0894313687670575,0.14140914425406625,0.09218892355440357,0.13240954590861137,-0.06681764600380019,0.37629328488652897,hillstrom,lgbm,zip_code_Surburban,0.09
0.004454434888375415,0.030289958935976264,0.006559651809658101,-0.0633257794367329,0.0695863752635928,0.024202685364869136,0.029455798022593915,0.025118775671964848,-0.0406314429384211,0.0918225521371589,0.14043688891624215,0.09238973380866636,0.1495547047468055,-0.1105272076440635,0.3528012436184057,hillstrom,lgbm,zip_code_Surburban,0.1
-0.07775411946598308,0.06939948210752059,-0.0703573276417883,-0.229264353120084,0.1392188743886814,0.08017896088894823,0.07025991678812359,0.08815658563405876,-0.0655055005983304,0.2849366677194519,0.3095904032373536,0.4552840525006205,0.25506608460783586,-0.7656465631732564,1.346222920772337,hillstrom,mlp,zip_code_Surburban,0.01
-0.07009305507959787,0.059238159173187206,-0.0749023395021699,-0.2538950019429525,0.0607783078425826,0.04289249738209426,0.060622080542742145,0.0403166721760054,-0.1305106327728421,0.1682211023347609,0.35548170078586805,0.5121478109689919,0.33773977217954154,-0.9469805476154446,1.5947484281359798,hillstrom,mlp,zip_code_Surburban,0.02
-0.053853667557217974,0.056542394325254756,-0.054032743778935396,-0.1714200897972598,0.1035887475930926,0.03674677256906028,0.05649575187444062,0.03536602042269815,-0.0856563187643874,0.1832286692601505,0.14342744246115602,0.4940665361331047,0.13537899978688384,-0.8795522874853808,1.389155779787957,hillstrom,mlp,zip_code_Surburban,0.03
-0.04765111666870653,0.05540383152953082,-0.05451126061454125,-0.1648930371860227,0.0617988814495235,0.029684194757632194,0.05541928790801885,0.02502870189162685,-0.088343973098803,0.1374527479767843,0.2697907930146188,0.5062061525838581,0.20255030782971833,-0.9472894609453503,1.5928876767003912,hillstrom,mlp,zip_code_Surburban,0.04
-0.058472050394171846,0.052346072498601494,-0.0613046285756165,-0.1968703067493463,0.0956293282884509,0.010733170612000758,0.053138371542120914,0.01139030678127085,-0.1228899819240378,0.1653686226886843,0.2334907733664765,0.5040020787112369,0.19276385872222457,-0.8595258594875522,1.6612042431089338,hillstrom,mlp,zip_code_Surburban,0.05
-0.05944760271751181,0.05760920138868833,-0.0526114798384577,-0.2037428828948052,0.057634957263395,0.0036177453929500535,0.05797226475532137,0.011611399692549249,-0.1350621402137194,0.1185021247644974,0.18461386533785645,0.44934507205159036,0.15696915015036844,-0.8499883743590726,1.1411775932595334,hillstrom,mlp,zip_code_Surburban,0.06
-0.02710839804889783,0.06820890558602624,-0.021401897733979748,-0.1953123696533146,0.1055375181582347,0.032093124376201564,0.06909029366170519,0.040156598460491355,-0.1426529198373101,0.1662899397409529,0.3845408584766831,0.4933591945120526,0.2943429679547349,-0.6646180450170198,1.7760494235735076,hillstrom,mlp,zip_code_Surburban,0.07
-0.04186188992180715,0.05446759502560585,-0.042316299929909706,-0.1982623569998439,0.0640679624673921,0.013112668946916024,0.054396315936076335,0.01302489682428945,-0.1381718421590509,0.1245907494457363,0.22213095447168815,0.49834517781808135,0.22692498207620526,-0.8067688617144781,1.5312410370054037,hillstrom,mlp,zip_code_Surburban,0.08
-0.040218261690249495,0.051704554160234895,-0.036688796924731454,-0.1436805320732656,0.0935301633316806,0.011393631812423534,0.051948088509422286,0.017356614154479047,-0.0992141380893439,0.1459494259077922,0.133451420601356,0.49657909359420127,0.1397625591835881,-0.8207901413804847,1.6555803622994596,hillstrom,mlp,zip_code_Surburban,0.09
-0.03708541654999736,0.05625506360275246,-0.0416840392410459,-0.1571187821526253,0.1002087617682312,0.012124460960211098,0.056488048861177885,0.0077756372351733,-0.1131174800185046,0.1457011525235,0.05335338590764362,0.5336953728113462,-0.09855800051414668,-0.7998766479755631,2.1315165710986195,hillstrom,mlp,zip_code_Surburban,0.1
-0.04721969090195614,0.0893830105775014,-0.0432174011790444,-0.2939709936767732,0.1172121584544321,0.04528280930498285,0.08573761968527809,0.0585971151308568,-0.2003626106389782,0.1954274025608455,-0.056174345143897915,0.0818360535313711,-0.06158906547148341,-0.25255122635081134,0.1438590855417336,hillstrom,uplift_rf,mens,0.01
-0.04400633426478204,0.08286219923104107,-0.0277129563473513,-0.2798735121549474,0.0899583153987281,0.018696545050392616,0.08097106760947068,0.0328792679114709,-0.2189153561397573,0.1570212673794694,-0.07967485263999426,0.0856163741277538,-0.07934337291996081,-0.25085269880366073,0.1886542629255582,hillstrom,uplift_rf,mens,0.02
-0.04971354786686441,0.08455845500378421,-0.04328328094076775,-0.2620642856553188,0.1119160380130346,0.0011773352131148633,0.08247327108564736,0.00959731325082755,-0.2104506455805425,0.1655040954835075,-0.06558538929311215,0.07723183066510492,-0.0516824990253853,-0.2787199021969977,0.13400111861506606,hillstrom,uplift_rf,mens,0.03
-0.029687990699276846,0.08802194159199868,-0.0167694184599032,-0.3004623347364719,0.1169102531351266,0.013752333255927437,0.08382287748928656,0.02621094420756525,-0.2520834571607099,0.1476830678957821,-0.05189846974752719,0.08531485419738614,-0.060423696334111016,-0.2517415930845566,0.1784219193527866,hillstrom,uplift_rf,mens,0.04
-0.04596521965317069,0.08746828382048111,-0.02735108077715015,-0.2696679598334553,0.1317142787410209,-0.006989541104964457,0.08439800705470202,0.0085535857646654,-0.222238503856634,0.1622747754021659,-0.046166811589766245,0.08738530147696849,-0.0484719639288201,-0.2342033121672246,0.1914462834049352,hillstrom,uplift_rf,mens,0.05
-0.0359868301079463,0.08917991035186743,-0.0278571334808414,-0.2731818950912433,0.1302071737369171,-0.0016226412420466225,0.08697582847055361,0.00822097947633965,-0.2334529458592597,0.1594916018824361,-0.06550581271946715,0.08933892699584006,-0.07521865964920621,-0.2905770546716864,0.18339503472221635,hillstrom,uplift_rf,mens,0.06
-0.03156794902035611,0.07703780893675666,-0.023907016451533897,-0.2704040002330248,0.1265729308248254,-0.0012241364282372035,0.07501192950157085,0.009601423379246351,-0.240550376448919,0.1495515701941191,-0.0594390513795281,0.09054810011753572,-0.052862866113547645,-0.3128742898767135,0.13522817447063362,hillstrom,uplift_rf,mens,0.07
-0.03471380331093574,0.0800425393257689,-0.030279993349596752,-0.2661467642524453,0.1214387587690481,-0.005729571025862614,0.07769999593672132,-0.00281274032817255,-0.2357579111026762,0.1426154691219848,-0.05438487205985023,0.08201539833215753,-0.048859600146152427,-0.27222296642341987,0.1312690239776842,hillstrom,uplift_rf,mens,0.08
-0.0325302713984186,0.08616567567393554,-0.022368310214297853,-0.3219894678446872,0.1112850166156815,-0.005155422706547691,0.08371455237295182,0.007266342510879951,-0.2912927469245164,0.1335836215302675,-0.05463888206665552,0.0834099501637484,-0.05807357073300663,-0.36022470313920935,0.1924821140554251,hillstrom,uplift_rf,mens,0.09
-0.021619642138235945,0.0883778288390606,-0.005585694371619151,-0.3194308620524047,0.1347407555443898,0.0034140622182417726,0.08638500325083685,0.02008232791543505,-0.2893486053466556,0.1533943772260636,-0.056076961184748114,0.08027428484184423,-0.059102357670325914,-0.20723060244445857,0.13858665147967522,hillstrom,uplift_rf,mens,0.1
-0.011401361596550334,0.0293848520088828,-0.01122214114530525,-0.0620384794667679,0.0692282653482389,0.05503679255242071,0.0393654898973541,0.04599814750763885,-0.0113671870424535,0.1911658277987732,0.020136162447340906,0.036424916092164444,0.020059386205631916,-0.0687413585322309,0.14181755212631345,hillstrom,lgbm,mens,0.01
-0.016486556595749782,0.0374757510786331,-0.0223546046620112,-0.1589536522717765,0.0938716369740098,0.03681271778047216,0.043423610255362066,0.02836463776965465,-0.0661269068184444,0.1952115968371962,0.016992495207181428,0.041851968166533686,0.017810655486060638,-0.08386942618678639,0.14902356433148245,hillstrom,lgbm,mens,0.02
-0.01807670901879193,0.03778598754282522,-0.01508663869845685,-0.1519364196080155,0.0672398940809926,0.02843131654577539,0.04150054801650037,0.022637391279029098,-0.0831890386090979,0.1385532480965973,0.026707105905574454,0.05650519890263206,0.02646050139909346,-0.0771539395191118,0.17230161521142615,hillstrom,lgbm,mens,0.03
-0.019423932548030078,0.03741920162821765,-0.020332227822391802,-0.1143266691473057,0.0867320015257303,0.01928445994922122,0.03941215442691027,0.01303940573954295,-0.0665980612678353,0.1415722354787559,0.02463104646451469,0.0520118677130677,0.02069095262955732,-0.09518808548848903,0.22065190017413502,hillstrom,lgbm,mens,0.04
-0.019541958225512378,0.04042471135628651,-0.019275733916705,-0.125656610918062,0.1065860879599259,0.01643005507352554,0.04384151671738301,0.01322788251184475,-0.0839186719493719,0.1582716506416802,0.03918238677371275,0.06012992897452453,0.03715070156557923,-0.10695920737203768,0.27753956379521133,hillstrom,lgbm,mens,0.05
-0.019727467615122264,0.03789119990461131,-0.0157952928782303,-0.148685971366803,0.1206790064965258,0.011988779012506345,0.039067780178855295,0.01045928299350665,-0.1065115769376479,0.1688226206702363,0.0309297727849202,0.06501123013256185,0.0329589686465019,-0.16529516907741035,0.22986775048827385,hillstrom,lgbm,mens,0.06
-0.021570934815035997,0.032799423789555436,-0.01947040596035975,-0.1288782271575785,0.0653194913668445,0.007260557911267491,0.034573103811350515,0.00608900319353875,-0.0961127109277442,0.0999764077288794,0.03217751582877292,0.060298320683217284,0.023107470359323562,-0.08462899392484781,0.24918776841611145,hillstrom,lgbm,mens,0.07
-0.0228879886340473,0.031472420132141805,-0.0230914023389283,-0.1311468643453974,0.0905917677990874,0.0034107145705433543,0.03301274583387574,0.00025547797098075,-0.0992813327130204,0.1341624749420363,0.023929739896975017,0.06284009413317869,0.020255878674193983,-0.12660867165989173,0.18086661320476793,hillstrom,lgbm,mens,0.08
-0.02712599731653066,0.03042219350891221,-0.0273604089696557,-0.1427207878261933,0.0629101015316422,-0.0021257263305782554,0.031412302974288604,-0.0035031732806972,-0.1085422269029986,0.1104387408279173,0.02430602662800057,0.06132405528438317,0.02206757044759495,-0.11951412910375234,0.183010632321169,hillstrom,lgbm,mens,0.09
-0.030499996684999205,0.036493260664221865,-0.02959617254913575,-0.2816842830578864,0.0683382087396038,-0.007183706337553972,0.03602710602796381,-0.00790093383821995,-0.2384415099873078,0.1074331429562686,0.02858054483165295,0.06310332375974932,0.02287730865330169,-0.12187144239318536,0.2248582069492902,hillstrom,lgbm,mens,0.1
-0.061236865637846416,0.07373696136117974,-0.0631503928981468,-0.2828784415969179,0.1625766423480117,0.118885856494207,0.07266634525282634,0.11843689382819389,-0.0735973720821119,0.3596450578615523,0.22572612302488818,0.45534661960462836,0.18292280469076538,-0.7387189588317863,1.68571106761855,hillstrom,mlp,mens,0.01
-0.06714518775701958,0.07394234803398056,-0.06613462088235869,-0.2724894353743677,0.0919756975751255,0.05528409211795161,0.0734657044337247,0.052319501884793854,-0.1351977505002527,0.2274244267774558,0.43019685898430454,0.5355961184648985,0.3403882414878712,-0.7657225037713724,1.7868488463845436,hillstrom,mlp,mens,0.02
-0.03581042117132261,0.06162772709285236,-0.0339161852530355,-0.2211316951608825,0.0835682556015191,0.063807660464967,0.0613152478338525,0.07110332261225814,-0.1221734237716784,0.2030845762652201,0.24556406785750504,0.47284289607266466,0.22723767023943375,-0.7809419321391116,1.8933631033490648,hillstrom,mlp,mens,0.03
-0.04159424114553947,0.06797782150580917,-0.03730941345649395,-0.2432697078482518,0.1095080510904705,0.04265557672225226,0.07003689826485275,0.0426952581613016,-0.1686225385382883,0.2047498880679711,0.24756952963950432,0.4726366527096034,0.16098439179229357,-0.6670023003470714,1.8056958079451886,hillstrom,mlp,mens,0.04
-0.043617044523798255,0.07141800285181532,-0.03933872151251725,-0.2511745009140192,0.115019390348999,0.03179195849826043,0.07193650185635513,0.0355568766149326,-0.1768915005795896,0.2080788972790923,0.4105481541332107,0.4431583622004983,0.45106269080331907,-0.7534493981706422,1.3058053423153275,hillstrom,mlp,mens,0.05
-0.04663470129211359,0.06570589669620534,-0.0464361245168954,-0.1905262444230516,0.1039692601087776,0.021126474220564927,0.06530751719496722,0.021851754719216597,-0.1213872929201694,0.173463070368272,0.26095878962799923,0.4385874261850934,0.1838164324129157,-0.6032515321650217,1.2833641198889345,hillstrom,mlp,mens,0.06
-0.04214259916028471,0.06779643186571578,-0.0474347404662845,-0.2325479716082359,0.1428403299800248,0.01979023271076279,0.06774971498735337,0.01639643484555225,-0.1747003870828905,0.1975006832861497,0.27823102463300836,0.4612382132386786,0.26753804097332023,-0.9614567070478771,1.5021635532590034,hillstrom,mlp,mens,0.07
-0.032813634913807406,0.06781218203299494,-0.0325006021889339,-0.2228242826712029,0.1305476830312557,0.02488725439656179,0.069414738617368,0.023130414042097,-0.1627078773049571,0.1838506409379007,0.16964860347126623,0.4071748078673283,0.14371231069070084,-0.6040847587535653,1.0226106098916679,hillstrom,mlp,mens,0.08
-0.03738515115828713,0.06715253686434017,-0.03389760594179605,-0.2199708543727457,0.1207169325391154,0.019255143602428724,0.0684903697219209,0.021894157241388303,-0.1654845333996663,0.1734948021778421,0.28168940588344865,0.4893304158516136,0.2993968590059488,-0.6644622179596968,1.6003046767558629,hillstrom,mlp,mens,0.09
-0.042966337873462136,0.060554146206469185,-0.04328640547977325,-0.2055437509880822,0.0958086924046309,0.010043030225746607,0.06173064457490452,0.01045713994722585,-0.1536577426513019,0.1472160773915508,0.22175925221597212,0.45286988917732823,0.1412593168465422,-0.7837433068400261,1.4746655752094138,hillstrom,mlp,mens,0.1
0.016840627004709625,0.08829295061109506,0.026120599799286097,-0.2420346738903567,0.2330383243193956,0.07850774053703506,0.08817721447197378,0.08323836913883455,-0.1679662161852997,0.330872913545945,-0.077997134739986,0.07014381400914878,-0.08272124372899861,-0.3245925753800762,0.08463338425861242,hillstrom,uplift_rf,history,0.01
0.00970564065279397,0.08793248729175045,0.0113645380300671,-0.2873888336407213,0.1971207749047974,0.05665112907824864,0.08716385021571378,0.0542276399098953,-0.2288178847055318,0.2500226732494547,-0.07734415196559216,0.0824912426690112,-0.0879903734646279,-0.25811924115581236,0.126205755319335,hillstrom,uplift_rf,history,0.02
0.025298023618561927,0.07913645701230002,0.0300297331875253,-0.2035230005761275,0.2217459866602299,0.06597368710532069,0.0768621482228028,0.06475924446965095,-0.1426770583948292,0.2843261317957894,-0.07272814052857822,0.08633420868770493,-0.07831980848957673,-0.2758669507525409,0.11615304222046507,hillstrom,uplift_rf,history,0.03
0.019252237213022272,0.07099072481230706,0.024887802549490648,-0.1226472937082012,0.2213407814365853,0.053201646033243156,0.07137318283426373,0.05654070205005085,-0.0847518216231146,0.2500105078901738,-0.08202174365432542,0.09074989137706825,-0.07365185114625558,-0.3039454537548077,0.1030491170420112,hillstrom,uplift_rf,history,0.04
0.025556589439465344,0.06993203037660858,0.02884202263545605,-0.1160833869051269,0.1874637876537918,0.05552456956916916,0.06974022709925334,0.05581055078429785,-0.0871082157278581,0.213070533085962,-0.06296326878014309,0.08812657622756102,-0.053155750677825006,-0.26548249081071,0.11463809175143659,hillstrom,uplift_rf,history,0.05
0.021677625428553178,0.06416932028610269,0.026775300417514948,-0.1184114506933832,0.1864830308477688,0.04944403608385997,0.06314951262249145,0.05222617305422185,-0.0970946557444023,0.2114344215745899,-0.06977293826665897,0.08581097653540519,-0.07217354423414009,-0.2720625902864307,0.1523198415608124,hillstrom,uplift_rf,history,0.06
0.023485281455254987,0.06992848931852438,0.0205182417899615,-0.1709322346725822,0.195000158564616,0.04825924603946044,0.06872576709868619,0.044910262969848846,-0.1376879553108172,0.2182474395070224,-0.061699009780649974,0.08252216804723651,-0.05970614787306633,-0.2635677100938922,0.10187287879377001,hillstrom,uplift_rf,history,0.07
0.025379934611310415,0.060355257610192094,0.027860592356857748,-0.1208173213593456,0.168534156191841,0.0483335382398376,0.05955479339864354,0.04802612643758555,-0.0923735353330865,0.1881851448800144,-0.06274352852824051,0.0927752072266726,-0.05766207247006218,-0.33091443826519984,0.1592106101270932,hillstrom,uplift_rf,history,0.08
0.03084913977019933,0.05604044598321115,0.042418140205691596,-0.1387004910103022,0.1475101555608597,0.0521305328253353,0.05571901831068986,0.0621071774735903,-0.1159706557615491,0.1701025374552967,-0.07317913192473655,0.09050086264517179,-0.07587665460003468,-0.3950772438815972,0.14008538049808672,hillstrom,uplift_rf,history,0.09
0.028523805114982696,0.06284004932091504,0.0283352812026249,-0.1547356120616146,0.1878160233986773,0.04847779249144206,0.06169703506138529,0.0476514823685049,-0.1304687958833181,0.2062130828770877,-0.07287416337898613,0.07957525457342572,-0.08192409415239682,-0.24729801235890655,0.10662956751183633,hillstrom,uplift_rf,history,0.1
-0.09687102329356508,0.08828857892615896,-0.1002516050970589,-0.3063776870087237,0.1613398003786461,0.016049899439271983,0.08543920103153652,0.00245787457330685,-0.1686928994647107,0.2892460098550901,0.06267886786883317,0.08958186421470196,0.05488099685903873,-0.11659104806857501,0.27565481091056787,hillstrom,lgbm,history,0.01
-0.08095597340923245,0.09011569167981137,-0.07084510133167335,-0.3327176060018482,0.1539182547859665,-0.00411043354971298,0.0887322793209282,0.0072750240477168,-0.2368775979331589,0.2583811764029995,0.04455732970889659,0.0877595528569309,0.04229553804607225,-0.13018998599337117,0.2519242337430228,hillstrom,lgbm,history,0.02
-0.05849373876574812,0.06556310135275144,-0.058905172932536304,-0.2163509968851353,0.143798258523902,0.0013592720763682825,0.06719499482404316,0.0009235635411593999,-0.1536693173764151,0.2298255922937002,0.04432332961235712,0.11465011812523947,0.048247223593998266,-0.20645471526664597,0.3604048494646945,hillstrom,lgbm,history,0.03
